CNN,STREET,PCI_Score,From_Street,To_Street,PCI_Change_Date,Treatment_or_Survey,Street_Accepted_For_Maintenance,Functional_Class
11691000,Scott St,100,Mcallister St,Golden Gate Ave,8/5/19,Treatment,Yes,Residential
2910000,Belvedere St,100,Parnassus Ave,Grattan St,8/5/19,Treatment,Yes,Residential
2911000,Belvedere St,100,Grattan St,Alma St,8/5/19,Treatment,Yes,Residential
3724000,Carrizal St,100,Velasco Ave,Parque Dr,8/2/19,Treatment,Yes,Residential
20838000,Delta St: Wilde Ave Intersection,100,WILDE AVE,Intersection,8/2/19,Treatment,No,
13630000,Wilde Ave,100,Delta St,Ervine St,8/2/19,Treatment,Yes,Residential
27080000,04th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
27149000,07th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
7283000,Irving St,100,06th Ave,07th Ave,8/1/19,Treatment,Yes,Collector
27154000,09th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
7279000,Irving St,100,02nd Ave,03rd Ave,8/1/19,Treatment,Yes,Collector
7280000,Irving St,100,03rd Ave,04th Ave,8/1/19,Treatment,Yes,Collector
27067000,Arguello Blvd: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
7282000,Irving St,100,05th Ave,06th Ave,8/1/19,Treatment,Yes,Collector
27155000,10th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
27079000,03rd Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
471000,10th Ave,100,Irving St,Judah St,8/1/19,Treatment,Yes,Residential
27083000,05th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
7286000,Irving St,100,09th Ave,10th Ave,8/1/19,Treatment,Yes,Collector
7278000,Irving St,100,Arguello Blvd,02nd Ave,8/1/19,Treatment,Yes,Collector
27068000,02nd Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
7284000,Irving St,100,07th Ave,08th Ave,8/1/19,Treatment,Yes,Collector
7281000,Irving St,100,04th Ave,05th Ave,8/1/19,Treatment,Yes,Collector
27084000,06th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
27150000,08th Ave: Irving St Intersection,100,IRVING ST,Intersection,8/1/19,Treatment,No,
432000,09th Ave,100,Irving St,Judah St,8/1/19,Treatment,Yes,Collector
7285000,Irving St,100,08th Ave,09th Ave,8/1/19,Treatment,Yes,Collector
2567000,Avila St,100,Chestnut St,Alhambra St,7/19/19,Treatment,Yes,Residential
3356000,Buchanan St,100,Bay St,North Point St,7/19/19,Treatment,Yes,Residential
10488000,Pine St,100,Pierce St,Scott St,7/19/19,Treatment,Yes,Arterial
26731000,Greenwich St: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
26562000,Clay St: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
3685000,Capra Way,100,Pierce St,Avila St,7/19/19,Treatment,Yes,Residential
26736000,Buchanan St: Pixley St Intersection,100,PIXLEY ST,Intersection,7/19/19,Treatment,No,
2572000,Avila St,100,Cervantes Blvd,Rico Way,7/19/19,Treatment,Yes,Residential
3354000,Buchanan St,100,Lombard St,Magnolia St,7/19/19,Treatment,Yes,Residential
26606000,Orben Pl: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
10491000,Pine St,100,Broderick St,Baker St,7/19/19,Treatment,Yes,Arterial
26642000,Pine St: Scott St Intersection,100,SCOTT ST,Intersection,7/19/19,Treatment,No,
26755000,Francisco St: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
26985000,Avila St: Rico Way Intersection,100,RICO WAY,Intersection,7/19/19,Treatment,No,
3349000,Buchanan St,100,Union St,Filbert St,7/19/19,Treatment,Yes,Residential
10481000,Pine St,100,Octavia St,Laguna St,7/19/19,Treatment,Yes,Arterial
10487000,Pine St,100,Steiner St,Pierce St,7/19/19,Treatment,Yes,Arterial
10483000,Pine St,100,Buchanan St,Webster St,7/19/19,Treatment,Yes,Arterial
11252000,Sacramento St,100,Octavia St,Laguna St,7/19/19,Treatment,Yes,Residential
26583000,Laguna St: Union St Intersection,100,UNION ST,Intersection,7/19/19,Treatment,No,
26631000,Pine St: Steiner St Intersection,100,STEINER ST,Intersection,7/19/19,Treatment,No,
3344000,Buchanan St,100,Jackson St,Pacific Ave,7/19/19,Treatment,Yes,Residential
11249000,Sacramento St,100,Van Ness Ave,Franklin St,7/19/19,Treatment,Yes,Collector
11251000,Sacramento St,100,Gough St,Octavia St,7/19/19,Treatment,Yes,Residential
10490000,Pine St,100,Divisadero St,Broderick St,7/19/19,Treatment,Yes,Arterial
26739000,Laguna St: Magnolia St Intersection,100,MAGNOLIA ST,Intersection,7/19/19,Treatment,No,
3351000,Buchanan St,100,Pixley St,Greenwich St,7/19/19,Treatment,Yes,Residential
26971000,Alhambra St: Avila St Intersection,100,AVILA ST,Intersection,7/19/19,Treatment,No,
10484000,Pine St,100,Webster St,Orben Pl,7/19/19,Treatment,Yes,Arterial
26983000,Avila St: Capra Way Intersection,100,CAPRA WAY,Intersection,7/19/19,Treatment,No,
7983000,Laguna St,100,Magnolia St,Chestnut St,7/19/19,Treatment,Yes,Collector
5485000,Fern St,100,Franklin St,Gough St,7/19/19,Treatment,Yes,Residential
3345000,Buchanan St,100,Pacific Ave,Broadway,7/19/19,Treatment,Yes,Residential
3343000,Buchanan St,100,Washington St,Jackson St,7/19/19,Treatment,Yes,Residential
26528000,Octavia St: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
3342000,Buchanan St,100,Clay St,Washington St,7/19/19,Treatment,Yes,Residential
26566000,Buchanan St: Jackson St Intersection,100,JACKSON ST,Intersection,7/19/19,Treatment,No,
26732000,Harris Pl: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
5484000,Fern St,100,Van Ness Ave,Franklin St,7/19/19,Treatment,Yes,Residential
3353000,Buchanan St,100,Moulton St,Lombard St,7/19/19,Treatment,Yes,Residential
10493000,Pine St,100,Lyon St,Masonic Ave \ Presidio Ave,7/19/19,Treatment,Yes,Arterial
3684000,Capra Way,100,Mallorca Way,Pierce St,7/19/19,Treatment,Yes,Residential
7985000,Laguna St,100,Francisco St,Bay St,7/19/19,Treatment,Yes,Collector
26584000,Filbert St: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
26730000,Buchanan St: Filbert St Intersection,100,FILBERT ST,Intersection,7/19/19,Treatment,No,
10486000,Pine St,100,Fillmore St,Steiner St,7/19/19,Treatment,Yes,Arterial
26659000,Buchanan St: Union St Intersection,100,UNION ST,Intersection,7/19/19,Treatment,No,
10479000,Pine St,100,Franklin St,Gough St,7/19/19,Treatment,Yes,Arterial
7972000,Laguna St,100,Washington St,Jackson St,7/19/19,Treatment,Yes,Collector
7978000,Laguna St,100,Union St,Filbert St,7/19/19,Treatment,Yes,Collector
2573000,Avila St,100,Rico Way,Casa Way \ Marina Blvd,7/19/19,Treatment,Yes,Residential
11253000,Sacramento St,100,Laguna St,Buchanan St,7/19/19,Treatment,Yes,Residential
26564000,Buchanan St: Washington St Intersection,100,WASHINGTON ST,Intersection,7/19/19,Treatment,No,
26556000,Laguna St: Sacramento St Intersection,100,SACRAMENTO ST,Intersection,7/19/19,Treatment,No,
7973000,Laguna St,100,Jackson St,Pacific Ave,7/19/19,Treatment,Yes,Collector
7977000,Laguna St,100,Green St,Union St,7/19/19,Treatment,Yes,Collector
3686000,Capra Way,100,Avila St,Scott St,7/19/19,Treatment,Yes,Residential
7980000,Laguna St,100,Harris Pl,Greenwich St,7/19/19,Treatment,Yes,Collector
10485000,Pine St,100,Orben Pl,Fillmore St,7/19/19,Treatment,Yes,Arterial
3352000,Buchanan St,100,Greenwich St,Moulton St,7/19/19,Treatment,Yes,Residential
7976000,Laguna St,100,Vallejo St,Green St,7/19/19,Treatment,Yes,Collector
11250000,Sacramento St,100,Franklin St,Gough St,7/19/19,Treatment,Yes,Collector
26557000,Octavia St: Sacramento St Intersection,100,SACRAMENTO ST,Intersection,7/19/19,Treatment,No,
7979000,Laguna St,100,Filbert St,Harris Pl,7/19/19,Treatment,Yes,Collector
3348000,Buchanan St,100,Green St,Union St,7/19/19,Treatment,Yes,Residential
26532000,Buchanan St: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
7984000,Laguna St,100,Chestnut St,Francisco St,7/19/19,Treatment,Yes,Collector
26817000,Broderick St: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
10482000,Pine St,100,Laguna St,Buchanan St,7/19/19,Treatment,Yes,Arterial
3350000,Buchanan St,100,Filbert St,Pixley St,7/19/19,Treatment,Yes,Residential
10489000,Pine St,100,Scott St,Divisadero St,7/19/19,Treatment,Yes,Arterial
26565000,Jackson St: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
26579000,Buchanan St: Vallejo St Intersection,100,VALLEJO ST,Intersection,7/19/19,Treatment,No,
26577000,Buchanan St: Pacific Ave Intersection,100,PACIFIC AVE,Intersection,7/19/19,Treatment,No,
26738000,Buchanan St: Magnolia St Intersection,100,MAGNOLIA ST,Intersection,7/19/19,Treatment,No,
26609000,Fillmore St: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
10478000,Pine St,100,Van Ness Ave,Franklin St,7/19/19,Treatment,Yes,Arterial
10492000,Pine St,100,Baker St,Lyon St,7/19/19,Treatment,Yes,Arterial
7982000,Laguna St,100,Lombard St,Magnolia St,7/19/19,Treatment,Yes,Collector
26743000,Buchanan St: Moulton St Intersection,100,MOULTON ST,Intersection,7/19/19,Treatment,No,
26580000,Green St: Laguna St Intersection,100,LAGUNA ST,Intersection,7/19/19,Treatment,No,
26734000,Buchanan St: Greenwich St Intersection,100,GREENWICH ST,Intersection,7/19/19,Treatment,No,
7981000,Laguna St,100,Greenwich St,Lombard St,7/19/19,Treatment,Yes,Collector
26558000,Laguna St: Washington St Intersection,100,WASHINGTON ST,Intersection,7/19/19,Treatment,No,
26634000,Pierce St: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
26842000,Lyon St: Pine St Intersection,100,PINE ST,Intersection,7/19/19,Treatment,No,
7971000,Laguna St,100,Clay St,Washington St,7/19/19,Treatment,Yes,Collector
7724000,Justin Dr,96,End,College Ave,7/11/19,Treatment,Yes,Residential
1453000,25th St,79,Sanchez St,Noe St,7/11/19,Treatment,Yes,Residential
3964000,Chestnut St,95,Hyde St,Larkin St,7/11/19,Treatment,Yes,Residential
10053000,Otsego Ave,95,Meda Ave \ Ocean Ave,Onondaga Ave,7/11/19,Treatment,Yes,Residential
1267000,23rd St,80,Valencia St,San Jose Ave,7/11/19,Treatment,Yes,Residential
13137000,Van Buren St,82,Sussex St,Surrey St,7/11/19,Treatment,Yes,Residential
8308000,Leo St,96,Mission St,Alemany Blvd,7/11/19,Treatment,Yes,Residential
2597000,Baden St,86,Monterey Blvd,Joost Ave,7/11/19,Treatment,Yes,Residential
4022000,Church St,85,21st St,Hill St,7/11/19,Treatment,Yes,Collector
11591000,Santa Rosa Ave,93,Cayuga Ave,Capistrano Ave,7/11/19,Treatment,Yes,Residential
11115000,Roemer Way,79,Brunswick St,End,7/11/19,Treatment,Yes,Residential
4023000,Church St,82,Hill St,22nd St,7/11/19,Treatment,Yes,Collector
9397002,Morse St,75,Whipple St,Mission St \ Whittier St,7/11/19,Treatment,Yes,Residential
8552000,Lyndhurst Dr,92,Junipero Serra Blvd,Stratford Dr,7/11/19,Treatment,Yes,Residential
1229000,23rd Ave,86,Vicente St,Wawona St,7/11/19,Treatment,Yes,Residential
5622000,Florida St,100,Mariposa St,18th St,7/11/19,Treatment,Yes,Residential
7721000,Justin Dr,96,Benton Ave,End,7/11/19,Treatment,Yes,Residential
7019000,Homestead St,92,24th St,25th St,7/11/19,Treatment,Yes,Residential
8234000,Le Conte Ave,92,03rd St,Keith St,7/11/19,Treatment,Yes,Residential
7720000,Justin Dr,90,Murray St,Benton Ave,7/11/19,Treatment,Yes,Residential
4129000,Clayton St,81,Hayes St,Fell St,7/11/19,Treatment,Yes,Residential
7886000,Kirkham St,93,46th Ave,47th Ave,7/11/19,Treatment,Yes,Residential
2598000,Baden St,84,Joost Ave,Mangels Ave,7/11/19,Treatment,Yes,Residential
11809000,Shields St,89,Head St,Victoria St,7/11/19,Treatment,Yes,Residential
11149000,Roscoe St,95,Crescent Ave,Benton Ave,7/11/19,Treatment,Yes,Residential
11810000,Shields St,95,Victoria St,Ramsell St,7/11/19,Treatment,Yes,Residential
1149000,22nd Ave,82,Rivera St,Santiago St,7/11/19,Treatment,Yes,Residential
8940000,Meadowbrook Dr,84,Sloat Blvd,Ocean Ave,7/11/19,Treatment,Yes,Residential
13049000,Valdez Ave,93,Monterey Blvd,Mangels Ave,7/11/19,Treatment,Yes,Residential
9981000,Orizaba Ave,80,Sagamore St,Sadowa St,7/11/19,Treatment,Yes,Residential
2595000,Baden St,97,Circular Ave,Hearst Ave,7/11/19,Treatment,Yes,Residential
7061000,Howth St,82,Geneva Ave,Niagara Ave,7/11/19,Treatment,Yes,Residential
9983000,Orizaba Ave,90,Stanley St,Broad St,7/11/19,Treatment,Yes,Residential
13671000,Wilson St,90,Rhine St,De Long St,7/11/19,Treatment,Yes,Residential
7719000,Justin Dr,93,Agnon Ave,Murray St,7/11/19,Treatment,Yes,Residential
7722000,Justin Dr,59,End,End,7/11/19,Treatment,Yes,Residential
11343000,San Benito Way,97,Monterey Blvd,Darien Way,7/11/19,Treatment,Yes,Residential
2596000,Baden St,84,Hearst Ave,Monterey Blvd,7/11/19,Treatment,Yes,Residential
9982000,Orizaba Ave,90,Sadowa St,Stanley St,7/11/19,Treatment,Yes,Residential
7723000,Justin Dr,59,End,End,7/11/19,Treatment,Yes,Residential
1842000,37th Ave,93,Yorba St,Sloat Blvd,7/11/19,Treatment,Yes,Residential
2428000,Arguello Blvd,100,Cabrillo St,Mcallister St,7/10/19,Treatment,Yes,Arterial
3072000,Brannan St,100,Delancey St,Colin P Kelly Jr St,7/9/19,Treatment,Yes,Arterial
23814000,Brannan St: Jack London Aly Intersection,100,JACK LONDON ALY,Intersection,7/9/19,Treatment,No,
3076000,Brannan St,100,Jack London Aly,03rd St,7/9/19,Treatment,Yes,Arterial
3091000,Brannan St,100,Dore St,10th St \ Division St \ Potrero Ave,7/9/19,Treatment,No,
7228000,Ingalls St,100,Shafter Ave,Thomas Ave,7/9/19,Treatment,Yes,Arterial
3079000,Brannan St,100,Zoe St,04th St,7/9/19,Treatment,Yes,Arterial
6768000,Hartford St,100,19th St,20th St,7/9/19,Treatment,Yes,Residential
20077000,Ingalls St: Kiska Rd Intersection,100,KISKA RD,Intersection,7/9/19,Treatment,No,
7229000,Ingalls St,100,Thomas Ave,Underwood Ave,7/9/19,Treatment,Yes,Arterial
3078000,Brannan St,100,Ritch St,Zoe St,7/9/19,Treatment,Yes,Arterial
7225000,Ingalls St,100,Palou Ave,Quesada Ave,7/9/19,Treatment,Yes,Arterial
7235000,Ingalls St,100,Bancroft Ave,Carroll Ave,7/9/19,Treatment,Yes,Arterial
23802000,Brannan St: Colin P Kelly Jr St Intersection,100,COLIN P KELLY JR ST,Intersection,7/9/19,Treatment,No,
7227000,Ingalls St,100,Revere Ave,Shafter Ave,7/9/19,Treatment,Yes,Arterial
3077000,Brannan St,100,03rd St,Ritch St,7/9/19,Treatment,Yes,Arterial
20779000,Boutwell St: Industrial St \ Loomis St Intersection,100,INDUSTRIAL ST \ LOOMIS ST,Intersection,7/9/19,Treatment,No,
23806000,Brannan St: Stanford St Intersection,100,STANFORD ST,Intersection,7/9/19,Treatment,No,
20113000,Armstrong Ave: Ingalls St Intersection,100,INGALLS ST,Intersection,7/9/19,Treatment,No,
20144000,Ingalls St: Van Dyke Ave Intersection,100,VAN DYKE AVE,Intersection,7/9/19,Treatment,No,
7232000,Ingalls St,100,Wallace Ave,Yosemite Ave,7/9/19,Treatment,Yes,Arterial
7221000,Ingalls St,100,Beatrice Ln,La Salle Ave,7/9/19,Treatment,Yes,Arterial
23597000,Brannan St: The Embarcadero Intersection,100,THE EMBARCADERO,Intersection,7/9/19,Treatment,No,
7226000,Ingalls St,100,Quesada Ave,Revere Ave,7/9/19,Treatment,Yes,Arterial
3075000,Brannan St,100,Stanford St,Jack London Aly,7/9/19,Treatment,Yes,Arterial
3090000,Brannan St,100,09th St,Dore St,7/9/19,Treatment,No,
6766000,Hartford St,100,17th St,18th St,7/9/19,Treatment,Yes,Residential
3080000,Brannan St,100,04th St,05th St,7/9/19,Treatment,Yes,Arterial
3074000,Brannan St,100,02nd St,Stanford St,7/9/19,Treatment,Yes,Arterial
20081000,Beatrice Ln: Ingalls St Intersection,100,INGALLS ST,Intersection,7/9/19,Treatment,No,
20148000,Ingalls St: Yosemite Ave Intersection,100,YOSEMITE AVE,Intersection,7/9/19,Treatment,No,
20124000,Ingalls St: Shafter Ave Intersection,100,SHAFTER AVE,Intersection,7/9/19,Treatment,No,
3089000,Brannan St,100,08th St,09th St,7/9/19,Treatment,No,
23813000,Brannan St: Ritch St Intersection,100,RITCH ST,Intersection,7/9/19,Treatment,No,
7230000,Ingalls St,100,Underwood Ave,Van Dyke Ave,7/9/19,Treatment,Yes,Arterial
20145000,Ingalls St: Underwood Ave Intersection,100,UNDERWOOD AVE,Intersection,7/9/19,Treatment,No,
33031000,Brannan St: Dore St Intersection,100,DORE ST,Intersection,7/9/19,Treatment,No,
7234000,Ingalls St,100,Armstrong Ave,Bancroft Ave,7/9/19,Treatment,Yes,Arterial
20785000,Charter Oak Ave: Industrial St Intersection,100,INDUSTRIAL ST,Intersection,7/9/19,Treatment,No,
20114000,Bancroft Ave: Ingalls St Intersection,100,INGALLS ST,Intersection,7/9/19,Treatment,No,
3073000,Brannan St,100,Colin P Kelly Jr St,02nd St,7/9/19,Treatment,Yes,Arterial
20135000,Ingalls St: Quesada Ave Intersection,100,QUESADA AVE,Intersection,7/9/19,Treatment,No,
20126000,Ingalls St: La Salle Ave Intersection,100,LA SALLE AVE,Intersection,7/9/19,Treatment,No,
7220000,Ingalls St,100,Kiska Rd,Beatrice Ln,7/9/19,Treatment,Yes,Arterial
23890000,06th St: Brannan St \ I-280 Northbound \ I-280 Southbound Intersection,100,BRANNAN ST \ I-280 NORTHBOUND \ I-280 SOUTHBOUND,Intersection,7/9/19,Treatment,No,
20146000,Ingalls St: Thomas Ave Intersection,100,THOMAS AVE,Intersection,7/9/19,Treatment,No,
20142000,Ingalls St: Wallace Ave Intersection,100,WALLACE AVE,Intersection,7/9/19,Treatment,No,
7233000,Ingalls St,100,Yosemite Ave,Armstrong Ave,7/9/19,Treatment,Yes,Arterial
20788000,Barneveld Ave: Industrial St \ Shafter Ave Intersection,100,INDUSTRIAL ST \ SHAFTER AVE,Intersection,7/9/19,Treatment,No,
7231000,Ingalls St,100,Van Dyke Ave,Wallace Ave,7/9/19,Treatment,Yes,Arterial
2429000,Arguello Blvd,100,Mcallister St,Fulton St,7/5/19,Treatment,Yes,Arterial
30764000,Francisco St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,7/5/19,Treatment,No,
5510002,Filbert St,100,Attridge Aly,Leavenworth St,7/5/19,Treatment,Yes,Residential
11525000,Sanchez St,100,22nd St,Alvarado St,7/5/19,Treatment,Yes,Residential
3203000,Broderick St,100,Sutter St,Bush St,7/5/19,Treatment,Yes,Residential
8271000,Leavenworth St,100,Francisco St,Bay St,7/5/19,Treatment,Yes,Residential
26809000,Broderick St: Sutter St Intersection,100,SUTTER ST,Intersection,7/5/19,Treatment,No,
25666000,Alvarado St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
8274000,Leavenworth St,100,Columbus Ave,Beach St,7/5/19,Treatment,Yes,Residential
27565000,02nd Ave: Cornwall St Intersection,100,CORNWALL ST,Intersection,7/5/19,Treatment,No,
3202000,Broderick St,100,Post St,Sutter St,7/5/19,Treatment,Yes,Residential
3205000,Broderick St,100,Pine St,California St,7/5/19,Treatment,Yes,Residential
25655000,23rd St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
8272000,Leavenworth St,100,Bay St,North Point St,7/5/19,Treatment,Yes,Residential
8275000,Leavenworth St,100,Beach St,Jefferson St \ Richard Henry Dana Pl,7/5/19,Treatment,Yes,Residential
26854000,Broderick St: Clay St Intersection,100,CLAY ST,Intersection,7/5/19,Treatment,No,
3209000,Broderick St,100,Washington St,Jackson St,7/5/19,Treatment,Yes,Residential
25561000,Filbert St: Larkin St Intersection,100,LARKIN ST,Intersection,7/5/19,Treatment,No,
26860000,Broderick St: Washington St Intersection,100,WASHINGTON ST,Intersection,7/5/19,Treatment,No,
2427000,Arguello Blvd,100,Golden Gate Ave,Cabrillo St,7/5/19,Treatment,Yes,Arterial
27206000,Arguello Blvd: Golden Gate Ave Intersection,100,GOLDEN GATE AVE,Intersection,7/5/19,Treatment,No,
121000,02nd Ave,100,Cornwall St,Clement St,7/5/19,Treatment,Yes,Residential
25531000,Chestnut St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,7/5/19,Treatment,No,
25575000,Leavenworth St: North Point St Intersection,100,NORTH POINT ST,Intersection,7/5/19,Treatment,No,
11526000,Sanchez St,100,Alvarado St,23rd St,7/5/19,Treatment,Yes,Residential
25794000,Ford St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
126000,02nd Ave,100,Cabrillo St,Fulton St,7/5/19,Treatment,Yes,Residential
3207000,Broderick St,100,Sacramento St,Clay St,7/5/19,Treatment,Yes,Residential
26804000,Broderick St: Garden St Intersection,100,GARDEN ST,Intersection,7/5/19,Treatment,No,
25597000,Beach St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,7/5/19,Treatment,No,
25536000,Bay St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,7/5/19,Treatment,No,
25654000,Elizabeth St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
2426000,Arguello Blvd,100,Balboa St \ Turk Blvd,Golden Gate Ave,7/5/19,Treatment,Yes,Arterial
5511000,Filbert St,100,Leavenworth St,Hyde St,7/5/19,Treatment,Yes,Residential
118000,02nd Ave,100,End,Lake St,7/5/19,Treatment,Yes,Residential
27204000,Arguello Blvd: Mcallister St Intersection,100,MCALLISTER ST,Intersection,7/5/19,Treatment,No,
26806000,Broderick St: Post St Intersection,100,POST ST,Intersection,7/5/19,Treatment,No,
11515000,Sanchez St,100,Ford St,18th St,7/5/19,Treatment,Yes,Residential
3206000,Broderick St,100,California St,Sacramento St,7/5/19,Treatment,Yes,Residential
3204000,Broderick St,100,Bush St,Pine St,7/5/19,Treatment,Yes,Residential
11514000,Sanchez St,100,Dorland St,Ford St,7/5/19,Treatment,Yes,Residential
11523000,Sanchez St,100,21st St,Hill St,7/5/19,Treatment,Yes,Residential
25517000,Filbert St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,7/5/19,Treatment,No,
3208000,Broderick St,100,Clay St,Washington St,7/5/19,Treatment,Yes,Residential
5512000,Filbert St,100,Hyde St,Larkin St,7/5/19,Treatment,Yes,Residential
26822000,Broderick St: California St Intersection,100,CALIFORNIA ST,Intersection,7/5/19,Treatment,No,
25572000,Francisco St: Leavenworth St Intersection,100,LEAVENWORTH ST,Intersection,7/5/19,Treatment,No,
3200000,Broderick St,100,Geary Blvd,Garden St,7/5/19,Treatment,Yes,Residential
8270102,Leavenworth St,100,Francisco St,Francisco St,7/5/19,Treatment,Yes,Residential
25669000,21st St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
25795000,Dorland St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
3201000,Broderick St,100,Garden St,Post St,7/5/19,Treatment,Yes,Residential
11520000,Sanchez St,100,Cumberland St,20th St,7/5/19,Treatment,Yes,Residential
5513000,Filbert St,100,Larkin St,Polk St,7/5/19,Treatment,Yes,Residential
11513000,Sanchez St,100,17th St,Dorland St,7/5/19,Treatment,Yes,Residential
8270101,Leavenworth St,100,Chestnut St,Francisco St,7/5/19,Treatment,Yes,Residential
8273000,Leavenworth St,100,North Point St,Columbus Ave,7/5/19,Treatment,Yes,Residential
27211000,Arguello Blvd: Cabrillo St Intersection,100,CABRILLO ST,Intersection,7/5/19,Treatment,No,
25668000,Hill St: Sanchez St Intersection,100,SANCHEZ ST,Intersection,7/5/19,Treatment,No,
27212000,02nd Ave: Cabrillo St Intersection,100,CABRILLO ST,Intersection,7/5/19,Treatment,No,
11527000,Sanchez St,100,23rd St,Elizabeth St,7/5/19,Treatment,Yes,Residential
2422000,Arguello Blvd,100,Clement St,Geary Blvd,7/3/19,Treatment,Yes,Arterial
27564000,Arguello Blvd: Cornwall St Intersection,100,CORNWALL ST,Intersection,7/3/19,Treatment,No,
2417000,Arguello Blvd,100,Lake St,Sacramento St,7/3/19,Treatment,Yes,Arterial
2414000,Arguello Blvd,100,Jackson St,Presidio Ter \ Washington St,7/3/19,Treatment,Yes,Arterial
27581000,Arguello Blvd: Jackson St Intersection,100,JACKSON ST,Intersection,7/3/19,Treatment,No,
10824000,Quesada Ave,100,Selby St,Industrial St,7/3/19,Treatment,No,
7206101,Industrial St,100,Barneveld Ave \ Shafter Ave,Charter Oak Ave,7/3/19,Treatment,Yes,Arterial
27213000,Arguello Blvd: Balboa St \ Turk Blvd Intersection,100,BALBOA ST \ TURK BLVD,Intersection,7/3/19,Treatment,No,
20757000,Industrial St: Quesada Ave Intersection,100,QUESADA AVE,Intersection,7/3/19,Treatment,No,
7207201,Industrial St,100,Charter Oak Ave,Boutwell St \ Loomis St,7/3/19,Treatment,Yes,Arterial
2413000,Arguello Blvd,100,Finley Rd \ West Pacific Ave,Jackson St,7/3/19,Treatment,Yes,Residential
2416000,Arguello Blvd,100,Clay St,Lake St,7/3/19,Treatment,Yes,Arterial
21220000,Bennington St: Ellert St Intersection,100,ELLERT ST,Intersection,7/3/19,Treatment,No,
27578000,Arguello Blvd: Lake St Intersection,100,LAKE ST,Intersection,7/3/19,Treatment,No,
7208201,Industrial St,100,Boutwell St \ Loomis St,Bay Shore Blvd \ Industrial St On Ramp,7/3/19,Treatment,Yes,Arterial
27214000,Arguello Blvd: Edward St Intersection,100,EDWARD ST,Intersection,7/3/19,Treatment,No,
2424000,Arguello Blvd,100,Anza St,Edward St,7/3/19,Treatment,Yes,Arterial
2425000,Arguello Blvd,100,Edward St,Balboa St \ Turk Blvd,7/3/19,Treatment,Yes,Arterial
21245000,Bocana St: Ellert St Intersection,100,ELLERT ST,Intersection,7/3/19,Treatment,No,
27566000,Arguello Blvd: California St Intersection,100,CALIFORNIA ST,Intersection,7/3/19,Treatment,No,
27575000,Arguello Blvd: Presidio Ter \ Washington St Intersection,100,PRESIDIO TER \ WASHINGTON ST,Intersection,7/3/19,Treatment,No,
27570000,Arguello Blvd: Sacramento St Intersection,100,SACRAMENTO ST,Intersection,7/3/19,Treatment,No,
2423000,Arguello Blvd,100,Geary Blvd,Anza St,7/3/19,Treatment,Yes,Arterial
7207101,Industrial St,100,Charter Oak Ave,Boutwell St \ Loomis St,7/3/19,Treatment,Yes,Arterial
2415000,Arguello Blvd,100,Presidio Ter \ Washington St,Clay St,7/3/19,Treatment,Yes,Arterial
7206201,Industrial St,100,Barneveld Ave \ Shafter Ave,Charter Oak Ave,7/3/19,Treatment,Yes,Arterial
